# # comment:                                                     FEFF 9.9.1  
# # Source:
# # Structure
# # Reduced
# # space
# # abc:
# # angles:
# # sites:
# # POT  SCF 100  7.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.366 Rnm= 1.403 L3 shell
# # Pot 1 Z=29 Rmt= 1.366 Rnm= 1.403
# # Gam_ch=5.960E-01 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# # Mu=-7.858E+00eV kf=1.988E+00 Vint=-1.645E+01eV Rs_int= 1.824
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=0.985  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           6.7454E-03
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
     933.598    -10.297  -0.800  6.13182E-02  6.35361E-02 -2.21788E-03
     934.062     -9.833  -0.720  7.71699E-02  7.98424E-02 -2.67257E-03
     934.476     -9.419  -0.640  1.00197E-01  1.03153E-01 -2.95618E-03
     934.842     -9.053  -0.560  1.34953E-01  1.37666E-01 -2.71246E-03
     935.159     -8.736  -0.480  1.89553E-01  1.90713E-01 -1.15985E-03
     935.427     -8.468  -0.400  2.78266E-01  2.74962E-01  3.30386E-03
     935.647     -8.249  -0.320  4.22736E-01  4.09319E-01  1.34169E-02
     935.817     -8.078  -0.240  6.37454E-01  6.06031E-01  3.14231E-02
     935.837     -8.058  -0.229  6.70851E-01  6.36483E-01  3.43680E-02
     935.937     -7.958  -0.162  8.75571E-01  8.23048E-01  5.25229E-02
     936.037     -7.858   0.000  1.12089E+00  1.04782E+00  7.30633E-02
     936.137     -7.758   0.162  1.34902E+00  1.26340E+00  8.56131E-02
     936.237     -7.658   0.229  1.51629E+00  1.43137E+00  8.49132E-02
     936.337     -7.558   0.281  1.61176E+00  1.54273E+00  6.90268E-02
     936.437     -7.458   0.324  1.65068E+00  1.60965E+00  4.10343E-02
     936.530     -7.365   0.360  1.65250E+00  1.64518E+00  7.32153E-03
     936.646     -7.249   0.400  1.62533E+00  1.66500E+00 -3.96644E-02
     936.774     -7.121   0.440  1.57431E+00  1.66806E+00 -9.37492E-02
     936.914     -6.981   0.480  1.50697E+00  1.65805E+00 -1.51081E-01
     937.067     -6.828   0.520  1.43048E+00  1.63830E+00 -2.07824E-01
     937.231     -6.664   0.560  1.35082E+00  1.61173E+00 -2.60909E-01
     937.408     -6.487   0.600  1.27196E+00  1.58038E+00 -3.08423E-01
     937.597     -6.298   0.640  1.19653E+00  1.54602E+00 -3.49490E-01
     937.798     -6.097   0.680  1.12654E+00  1.51007E+00 -3.83536E-01
     938.012     -5.883   0.720  1.06367E+00  1.47344E+00 -4.09763E-01
     938.237     -5.658   0.760  1.00999E+00  1.43694E+00 -4.26944E-01
     938.475     -5.420   0.800  9.67812E-01  1.40118E+00 -4.33372E-01
     938.725     -5.170   0.840  9.39693E-01  1.36654E+00 -4.26844E-01
     938.987     -4.908   0.880  9.29241E-01  1.33328E+00 -4.04041E-01
     939.261     -4.634   0.920  9.43051E-01  1.30165E+00 -3.58596E-01
     939.548     -4.347   0.960  9.94403E-01  1.27172E+00 -2.77313E-01
     939.847     -4.048   1.000  1.10663E+00  1.24365E+00 -1.37023E-01
     940.158     -3.738   1.040  1.29352E+00  1.21732E+00  7.61921E-02
     940.481     -3.414   1.080  1.47753E+00  1.19287E+00  2.84657E-01
     940.816     -3.079   1.120  1.49787E+00  1.17020E+00  3.27662E-01
     941.163     -2.732   1.160  1.36446E+00  1.14926E+00  2.15202E-01
     941.523     -2.372   1.200  1.20543E+00  1.12998E+00  7.54542E-02
     941.895     -2.000   1.240  1.07405E+00  1.11228E+00 -3.82255E-02
     942.279     -1.616   1.280  9.83929E-01  1.09615E+00 -1.12220E-01
     942.675     -1.220   1.320  9.48400E-01  1.08148E+00 -1.33079E-01
     943.084     -0.811   1.360  9.78892E-01  1.06818E+00 -8.92839E-02
     943.504     -0.391   1.400  1.07605E+00  1.05620E+00  1.98475E-02
     943.937      0.042   1.440  1.20160E+00  1.04545E+00  1.56155E-01
     944.382      0.487   1.480  1.28329E+00  1.03582E+00  2.47476E-01
     944.839      0.944   1.520  1.29965E+00  1.02731E+00  2.72338E-01
     945.309      1.414   1.560  1.26283E+00  1.01983E+00  2.43004E-01
     945.790      1.895   1.600  1.18717E+00  1.01331E+00  1.73851E-01
     946.284      2.389   1.640  1.10103E+00  1.00769E+00  9.33410E-02
