Energy (eV),Intensity,,,
918.6030666,0.155576637,,,
918.7481934,0.164348994,,,
918.7467544,0.163251807,,,
918.7453155,0.16215462,,,
918.7438766,0.161057433,,,
918.7424376,0.159960246,,,
918.7409987,0.158863059,,,
918.7395598,0.157765872,,,
918.7381208,0.156668685,,,
918.8818087,0.164343855,,,
918.8803697,0.163246668,,,
918.8789308,0.162149481,,,
918.8774919,0.161052294,,,
918.8760529,0.159955107,,,
918.874614,0.15885792,,,
918.8731751,0.157760733,,,
918.8717361,0.156663546,,,
919.0154239,0.164338716,,,
919.013985,0.163241529,,,
919.0125461,0.162144342,,,
919.0111071,0.161047155,,,
919.0096682,0.159949968,,,
919.0082293,0.158852781,,,
919.0067903,0.157755594,,,
919.0053514,0.156658407,,,
919.0039125,0.15556122,,,
919.1490392,0.164333577,,,
919.1476003,0.16323639,,,
919.1461614,0.162139203,,,
919.1447224,0.161042016,,,
919.1432835,0.159944829,,,
919.1418446,0.158847642,,,
919.1404056,0.157750455,,,
919.1389667,0.156653268,,,
919.1375278,0.15555608,,,
919.2826545,0.164328438,,,
919.2812156,0.163231251,,,
919.2797766,0.162134064,,,
919.2783377,0.161036877,,,
919.2768988,0.15993969,,,
919.2754598,0.158842503,,,
919.2740209,0.157745316,,,
919.272582,0.156648128,,,
919.271143,0.155550941,,,
919.4162698,0.164323299,,,
919.4148309,0.163226112,,,
919.4133919,0.162128925,,,
919.411953,0.161031738,,,
919.4105141,0.159934551,,,
919.4090751,0.158837363,,,
919.4076362,0.157740176,,,
919.4061973,0.156642989,,,
919.4047583,0.155545802,,,
919.5484461,0.163220973,,,
919.5470072,0.162123786,,,
919.5455683,0.161026599,,,
919.5441293,0.159929411,,,
919.5426904,0.158832224,,,
919.5412515,0.157735037,,,
919.5398125,0.15663785,,,
919.5383736,0.155540663,,,
919.6820614,0.163215834,,,
919.6806225,0.162118647,,,
919.6791836,0.161021459,,,
919.6777446,0.159924272,,,
919.6763057,0.158827085,,,
919.6748668,0.157729898,,,
919.6734278,0.156632711,,,
919.6719889,0.155535524,,,
919.8156767,0.163210694,,,
919.8142378,0.162113507,,,
919.8127988,0.16101632,,,
919.8113599,0.159919133,,,
919.809921,0.158821946,,,
919.808482,0.157724759,,,
919.8070431,0.156627572,,,
919.8056042,0.155530385,,,
919.9507309,0.164302742,,,
919.949292,0.163205555,,,
919.9478531,0.162108368,,,
919.9464141,0.161011181,,,
919.9449752,0.159913994,,,
919.9435363,0.158816807,,,
919.9420973,0.15771962,,,
919.9406584,0.156622433,,,
919.9392195,0.155525246,,,
920.0843462,0.164297603,,,
920.0829073,0.163200416,,,
920.0814683,0.162103229,,,
920.0800294,0.161006042,,,
920.0785905,0.159908855,,,
920.0771515,0.158811668,,,
920.0757126,0.157714481,,,
920.0742737,0.156617294,,,
920.0728347,0.155520107,,,
920.2179615,0.164292464,,,
920.2165226,0.163195277,,,
920.2150836,0.16209809,,,
920.2136447,0.161000903,,,
920.2122058,0.159903716,,,
920.2107668,0.158806529,,,
920.2093279,0.157709342,,,
920.207889,0.156612155,,,
920.20645,0.155514968,,,
920.3501378,0.163190138,,,
920.3486989,0.162092951,,,
920.34726,0.160995764,,,
920.345821,0.159898577,,,
920.3443821,0.15880139,,,
920.3429432,0.157704203,,,
920.3415042,0.156607016,,,
920.3400653,0.155509829,,,
920.4851921,0.164282186,,,
920.4837531,0.163184999,,,
920.4823142,0.162087812,,,
920.4808753,0.160990625,,,
920.4794363,0.159893438,,,
920.4779974,0.158796251,,,
920.4765585,0.157699064,,,
920.4751195,0.156601877,,,
920.6188073,0.164277047,,,
920.6173684,0.16317986,,,
920.6159295,0.162082673,,,
920.6144905,0.160985486,,,
920.6130516,0.159888299,,,
920.6116127,0.158791112,,,
920.6101737,0.157693925,,,
920.6087348,0.156596738,,,
920.7524226,0.164271908,,,
920.7509837,0.163174721,,,
920.7495448,0.162077534,,,
920.7481058,0.160980347,,,
920.7466669,0.15988316,,,
920.745228,0.158785973,,,
920.743789,0.157688786,,,
920.7423501,0.156591599,,,
920.8874768,0.165363956,,,
920.8860379,0.164266769,,,
920.884599,0.163169582,,,
920.88316,0.162072395,,,
920.8817211,0.160975208,,,
920.8802822,0.159878021,,,
920.8788432,0.158780834,,,
920.8774043,0.157683647,,,
920.8759654,0.15658646,,,
921.0196532,0.16426163,,,
921.0182143,0.163164443,,,
921.0167753,0.162067256,,,
921.0153364,0.160970069,,,
921.0138975,0.159872882,,,
921.0124585,0.158775695,,,
921.0110196,0.157678508,,,
921.0095807,0.156581321,,,
921.0081417,0.155484134,,,
921.1532685,0.164256491,,,
921.1518295,0.163159304,,,
921.1503906,0.162062117,,,
921.1489517,0.16096493,,,
921.1475127,0.159867743,,,
921.1460738,0.158770556,,,
921.1446349,0.157673369,,,
921.1431959,0.156576182,,,
921.141757,0.155478995,,,
921.2868838,0.164251352,,,
921.2854448,0.163154165,,,
921.2840059,0.162056978,,,
921.282567,0.160959791,,,
921.281128,0.159862604,,,
921.2796891,0.158765417,,,
921.2782502,0.15766823,,,
921.2768112,0.156571043,,,
921.2753723,0.155473856,,,
921.420499,0.164246213,,,
921.4190601,0.163149026,,,
921.4176212,0.162051839,,,
921.4161822,0.160954652,,,
921.4147433,0.159857465,,,
921.4133044,0.158760278,,,
921.4118654,0.157663091,,,
921.4104265,0.156565904,,,
921.4089876,0.155468717,,,
921.5541143,0.164241074,,,
921.5526754,0.163143887,,,
921.5512365,0.1620467,,,
921.5497975,0.160949513,,,
921.5483586,0.159852326,,,
921.5469197,0.158755139,,,
921.5454807,0.157657952,,,
921.5440418,0.156560765,,,
921.5426029,0.155463578,,,
921.6891685,0.165333122,,,
921.6877296,0.164235935,,,
921.6862907,0.163138748,,,
921.6848517,0.162041561,,,
921.6834128,0.160944374,,,
921.6819739,0.159847187,,,
921.6805349,0.15875,,,
921.679096,0.157652813,,,
921.6776571,0.156555626,,,
921.6762181,0.155458439,,,
921.8227838,0.165327983,,,
921.8213449,0.164230796,,,
921.819906,0.163133609,,,
921.818467,0.162036422,,,
921.8170281,0.160939235,,,
921.8155892,0.159842048,,,
921.8141502,0.158744861,,,
921.8127113,0.157647674,,,
921.8112724,0.156550487,,,
921.9563991,0.165322844,,,
921.9549602,0.164225657,,,
921.9535212,0.16312847,,,
921.9520823,0.162031283,,,
921.9506434,0.160934096,,,
921.9492044,0.159836909,,,
921.9477655,0.158739722,,,
921.9463266,0.157642535,,,
921.9448876,0.156545347,,,
921.9434487,0.15544816,,,
922.0900144,0.165317705,,,
922.0885755,0.164220518,,,
922.0871365,0.163123331,,,
922.0856976,0.162026144,,,
922.0842587,0.160928957,,,
922.0828197,0.15983177,,,
922.0813808,0.158734583,,,
922.0799419,0.157637395,,,
922.0785029,0.156540208,,,
922.077064,0.155443021,,,
922.2236297,0.165312566,,,
922.2221907,0.164215379,,,
922.2207518,0.163118192,,,
922.2193129,0.162021005,,,
922.2178739,0.160923818,,,
922.216435,0.15982663,,,
922.2149961,0.158729443,,,
922.2135571,0.157632256,,,
922.2121182,0.156535069,,,
922.357245,0.165307427,,,
922.355806,0.16421024,,,
922.3543671,0.163113053,,,
922.3529282,0.162015866,,,
922.3514892,0.160918678,,,
922.3500503,0.159821491,,,
922.3486114,0.158724304,,,
922.3471724,0.157627117,,,
922.3457335,0.15652993,,,
922.4908602,0.165302288,,,
922.4894213,0.164205101,,,
922.4879824,0.163107914,,,
922.4865434,0.162010726,,,
922.4851045,0.160913539,,,
922.4836656,0.159816352,,,
922.4822266,0.158719165,,,
922.4807877,0.157621978,,,
922.4793488,0.156524791,,,
922.6244755,0.165297149,,,
922.6230366,0.164199961,,,
922.6215977,0.163102774,,,
922.6201587,0.162005587,,,
922.6187198,0.1609084,,,
922.6172809,0.159811213,,,
922.6158419,0.158714026,,,
922.614403,0.157616839,,,
922.6129641,0.156519652,,,
922.6115251,0.155422465,,,
922.7566519,0.164194822,,,
922.7552129,0.163097635,,,
922.753774,0.162000448,,,
922.7523351,0.160903261,,,
922.7508961,0.159806074,,,
922.7494572,0.158708887,,,
922.7480183,0.1576117,,,
922.7465793,0.156514513,,,
922.7451404,0.155417326,,,
922.8902672,0.164189683,,,
922.8888282,0.163092496,,,
922.8873893,0.161995309,,,
922.8859504,0.160898122,,,
922.8845114,0.159800935,,,
922.8830725,0.158703748,,,
922.8816336,0.157606561,,,
922.8801946,0.156509374,,,
922.8787557,0.155412187,,,
923.0238824,0.164184544,,,
923.0224435,0.163087357,,,
923.0210046,0.16199017,,,
923.0195656,0.160892983,,,
923.0181267,0.159795796,,,
923.0166878,0.158698609,,,
923.0152488,0.157601422,,,
923.0138099,0.156504235,,,
923.1574977,0.164179405,,,
923.1560588,0.163082218,,,
923.1546199,0.161985031,,,
923.1531809,0.160887844,,,
923.151742,0.159790657,,,
923.1503031,0.15869347,,,
923.1488641,0.157596283,,,
923.1474252,0.156499096,,,
923.291113,0.164174266,,,
923.2896741,0.163077079,,,
923.2882351,0.161979892,,,
923.2867962,0.160882705,,,
923.2853573,0.159785518,,,
923.2839183,0.158688331,,,
923.2824794,0.157591144,,,
923.2810405,0.156493957,,,
923.4247283,0.164169127,,,
923.4232894,0.16307194,,,
923.4218504,0.161974753,,,
923.4204115,0.160877566,,,
923.4189726,0.159780379,,,
923.4175336,0.158683192,,,
923.4160947,0.157586005,,,
923.4146558,0.156488818,,,
923.5583436,0.164163988,,,
923.5569046,0.163066801,,,
923.5554657,0.161969614,,,
923.5540268,0.160872427,,,
923.5525878,0.15977524,,,
923.5511489,0.158678053,,,
923.54971,0.157580866,,,
923.548271,0.156483679,,,
923.6919589,0.164158849,,,
923.6905199,0.163061662,,,
923.689081,0.161964475,,,
923.6876421,0.160867288,,,
923.6862031,0.159770101,,,
923.6847642,0.158672914,,,
923.6833253,0.157575727,,,
923.6818863,0.15647854,,,
923.8255741,0.16415371,,,
923.8241352,0.163056523,,,
923.8226963,0.161959336,,,
923.8212573,0.160862149,,,
923.8198184,0.159764962,,,
923.8183795,0.158667775,,,
923.8169405,0.157570588,,,
923.8155016,0.156473401,,,
923.9606284,0.165245758,,,
923.9591894,0.164148571,,,
923.9577505,0.163051384,,,
923.9563116,0.161954197,,,
923.9548726,0.16085701,,,
923.9534337,0.159759823,,,
923.9519948,0.158662636,,,
923.9505558,0.157565449,,,
923.9491169,0.156468262,,,
924.0942436,0.165240619,,,
924.0928047,0.164143432,,,
924.0913658,0.163046245,,,
924.0899268,0.161949058,,,
924.0884879,0.160851871,,,
924.087049,0.159754684,,,
924.08561,0.158657497,,,
924.0841711,0.15756031,,,
924.0827322,0.156463123,,,
924.2278589,0.16523548,,,
924.22642,0.164138293,,,
924.2249811,0.163041106,,,
924.2235421,0.161943919,,,
924.2221032,0.160846732,,,
924.2206643,0.159749545,,,
924.2192253,0.158652358,,,
924.2177864,0.157555171,,,
924.2163475,0.156457984,,,
924.3614742,0.165230341,,,
924.3600353,0.164133154,,,
924.3585963,0.163035967,,,
924.3571574,0.16193878,,,
924.3557185,0.160841593,,,
924.3542795,0.159744406,,,
924.3528406,0.158647219,,,
924.3514017,0.157550032,,,
924.3499627,0.156452845,,,
924.4950895,0.165225202,,,
924.4936506,0.164128015,,,
924.4922116,0.163030828,,,
924.4907727,0.161933641,,,
924.4893338,0.160836454,,,
924.4878948,0.159739267,,,
924.4864559,0.15864208,,,
924.485017,0.157544893,,,
924.483578,0.156447706,,,
924.6287048,0.165220063,,,
924.6272658,0.164122876,,,
924.6258269,0.163025689,,,
924.624388,0.161928502,,,
924.622949,0.160831315,,,
924.6215101,0.159734128,,,
924.6200712,0.158636941,,,
924.6186322,0.157539754,,,
924.6171933,0.156442567,,,
924.7623201,0.165214924,,,
924.7608811,0.164117737,,,
924.7594422,0.16302055,,,
924.7580033,0.161923363,,,
924.7565643,0.160826176,,,
924.7551254,0.159728989,,,
924.7536865,0.158631802,,,
924.7522475,0.157534614,,,
924.7508086,0.156437427,,,
924.8959353,0.165209785,,,
924.8944964,0.164112598,,,
924.8930575,0.163015411,,,
924.8916185,0.161918224,,,
924.8901796,0.160821037,,,
924.8887407,0.15972385,,,
924.8873017,0.158626662,,,
924.8858628,0.157529475,,,
924.8844239,0.156432288,,,
925.0295506,0.165204646,,,
925.0281117,0.164107459,,,
925.0266728,0.163010272,,,
925.0252338,0.161913085,,,
925.0237949,0.160815897,,,
925.022356,0.15971871,,,
925.020917,0.158621523,,,
925.0194781,0.157524336,,,
925.0180392,0.156427149,,,
925.161727,0.16410232,,,
925.160288,0.163005133,,,
925.1588491,0.161907945,,,
925.1574102,0.160810758,,,
925.1559712,0.159713571,,,
925.1545323,0.158616384,,,
925.1530934,0.157519197,,,
925.1516544,0.15642201,,,
925.2967812,0.165194368,,,
925.2953423,0.164097181,,,
925.2939033,0.162999993,,,
925.2924644,0.161902806,,,
925.2910255,0.160805619,,,
925.2895865,0.159708432,,,
925.2881476,0.158611245,,,
925.2867087,0.157514058,,,
925.2852697,0.156416871,,,
925.2838308,0.155319684,,,
925.4303965,0.165189228,,,
925.4289575,0.164092041,,,
925.4275186,0.162994854,,,
925.4260797,0.161897667,,,
925.4246407,0.16080048,,,
925.4232018,0.159703293,,,
925.4217629,0.158606106,,,
925.4203239,0.157508919,,,
925.418885,0.156411732,,,
925.5640118,0.165184089,,,
925.5625728,0.164086902,,,
925.5611339,0.162989715,,,
925.559695,0.161892528,,,
925.558256,0.160795341,,,
925.5568171,0.159698154,,,
925.5553782,0.158600967,,,
925.5539392,0.15750378,,,
925.5525003,0.156406593,,,
925.697627,0.16517895,,,
925.6961881,0.164081763,,,
925.6947492,0.162984576,,,
925.6933102,0.161887389,,,
925.6918713,0.160790202,,,
925.6904324,0.159693015,,,
925.6889934,0.158595828,,,
925.6875545,0.157498641,,,
925.6861156,0.156401454,,,
925.8312423,0.165173811,,,
925.8298034,0.164076624,,,
925.8283645,0.162979437,,,
925.8269255,0.16188225,,,
925.8254866,0.160785063,,,
925.8240477,0.159687876,,,
925.8226087,0.158590689,,,
925.8211698,0.157493502,,,
925.8197308,0.156396315,,,
925.9648576,0.165168672,,,
925.9634187,0.164071485,,,
925.9619797,0.162974298,,,
925.9605408,0.161877111,,,
925.9591019,0.160779924,,,
925.9576629,0.159682737,,,
925.956224,0.15858555,,,
925.9547851,0.157488363,,,
925.9533461,0.156391176,,,
926.0984729,0.165163533,,,
926.097034,0.164066346,,,
926.095595,0.162969159,,,
926.0941561,0.161871972,,,
926.0927172,0.160774785,,,
926.0912782,0.159677598,,,
926.0898393,0.158580411,,,
926.0884003,0.157483224,,,
926.0869614,0.156386037,,,
926.2320882,0.165158394,,,
926.2306492,0.164061207,,,
926.2292103,0.16296402,,,
926.2277714,0.161866833,,,
926.2263324,0.160769646,,,
926.2248935,0.159672459,,,
926.2234546,0.158575272,,,
926.2220156,0.157478085,,,
926.2205767,0.156380898,,,
926.3657035,0.165153255,,,
926.3642645,0.164056068,,,
926.3628256,0.162958881,,,
926.3613867,0.161861694,,,
926.3599477,0.160764507,,,
926.3585088,0.15966732,,,
926.3570699,0.158570133,,,
926.3556309,0.157472946,,,
926.354192,0.156375759,,,
926.4993187,0.165148116,,,
926.4978798,0.164050929,,,
926.4964409,0.162953742,,,
926.4950019,0.161856555,,,
926.493563,0.160759368,,,
926.4921241,0.159662181,,,
926.4906851,0.158564994,,,
926.4892462,0.157467807,,,
926.4878073,0.15637062,,,
926.6314951,0.16404579,,,
926.6300562,0.162948603,,,
926.6286172,0.161851416,,,
926.6271783,0.160754229,,,
926.6257394,0.159657042,,,
926.6243004,0.158559855,,,
926.6228615,0.157462668,,,
926.6214225,0.156365481,,,
926.7651104,0.164040651,,,
926.7636714,0.162943464,,,
926.7622325,0.161846277,,,
926.7607936,0.16074909,,,
926.7593546,0.159651903,,,
926.7579157,0.158554716,,,
926.7564768,0.157457529,,,
926.7550378,0.156360342,,,
926.7535989,0.155263155,,,
926.8987257,0.164035512,,,
926.8972867,0.162938325,,,
926.8958478,0.161841138,,,
926.8944089,0.160743951,,,
926.8929699,0.159646764,,,
926.891531,0.158549577,,,
926.890092,0.15745239,,,
926.8886531,0.156355203,,,
926.8872142,0.155258016,,,
927.0337799,0.16512756,,,
927.0323409,0.164030373,,,
927.030902,0.162933186,,,
927.0294631,0.161835999,,,
927.0280241,0.160738812,,,
927.0265852,0.159641625,,,
927.0251463,0.158544438,,,
927.0237073,0.157447251,,,
927.0222684,0.156350064,,,
927.1659562,0.164025234,,,
927.1645173,0.162928047,,,
927.1630784,0.16183086,,,
927.1616394,0.160733673,,,
927.1602005,0.159636486,,,
927.1587615,0.158539299,,,
927.1573226,0.157442112,,,
927.1558837,0.156344925,,,
927.2995715,0.164020095,,,
927.2981326,0.162922908,,,
927.2966936,0.161825721,,,
927.2952547,0.160728534,,,
927.2938158,0.159631347,,,
927.2923768,0.15853416,,,
927.2909379,0.157436973,,,
927.289499,0.156339786,,,
927.4331868,0.164014956,,,
927.4317479,0.162917769,,,
927.4303089,0.161820582,,,
927.42887,0.160723395,,,
927.427431,0.159626208,,,
927.4259921,0.158529021,,,
927.4245532,0.157431834,,,
927.4231142,0.156334646,,,
927.5668021,0.164009817,,,
927.5653631,0.16291263,,,
927.5639242,0.161815443,,,
927.5624853,0.160718256,,,
927.5610463,0.159621069,,,
927.5596074,0.158523881,,,
927.5581685,0.157426694,,,
927.5567295,0.156329507,,,
927.7004174,0.164004678,,,
927.6989784,0.162907491,,,
927.6975395,0.161810304,,,
927.6961005,0.160713117,,,
927.6946616,0.159615929,,,
927.6932227,0.158518742,,,
927.6917837,0.157421555,,,
927.6903448,0.156324368,,,
927.8340326,0.163999539,,,
927.8325937,0.162902352,,,
927.8311548,0.161805164,,,
927.8297158,0.160707977,,,
927.8282769,0.15961079,,,
927.826838,0.158513603,,,
927.825399,0.157416416,,,
927.8239601,0.156319229,,,
927.8225212,0.155222042,,,
927.966209,0.162897212,,,
927.96477,0.161800025,,,
927.9633311,0.160702838,,,
927.9618922,0.159605651,,,
927.9604532,0.158508464,,,
927.9590143,0.157411277,,,
927.9575754,0.15631409,,,
927.9561364,0.155216903,,,
928.0998243,0.162892073,,,
928.0983853,0.161794886,,,
928.0969464,0.160697699,,,
928.0955075,0.159600512,,,
928.0940685,0.158503325,,,
928.0926296,0.157406138,,,
928.0911907,0.156308951,,,
928.0897517,0.155211764,,,
